BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
0;0;instantiate;0;0;0.5034843;0.6531646;0.6685072;0.7647595;0;0;0;0.2815547;1;0;0;0;0
0;0.2860966;destroy;0;0;0.5034843;0.6531646;0.6685072;0.7647595;0;0;0.2860966;0.2815547;1;0;0;0;0
0;0.3031321;instantiate;0;0;0.5034843;0.6531646;0.5544521;0.4646805;0;0;0;1.718569;2;0;0;0;0
0;0.8412528;mouse;1;0;0.5574913;0.4548523;0.5544521;0.4646805;0;1;0.5381207;1.718569;1;0.150609;0.06342672;0.01028735;1.554605
0;0.8582854;instantiate;0;0;0.5566202;0.4540084;0.718971;0.09821531;0;0;0;3.905269;3;0;0;0;0
0;1.73114;mouse;1;0;0.7081882;0.1198312;0.718971;0.09821531;0;1;0.8728542;3.905269;1;0.1170416;0.292482;0.02415608;2.664165
0;1.73114;instantiate;0;0;0.7081882;0.1198312;0.6097656;0.8805922;0;0;0;1.906901;4;0;0;0;0
0;2.424903;mouse;1;0;0.5993031;0.8632911;0.6097656;0.8805922;0;1;0.6937637;1.906901;1;0.118906;0.03155893;0.02186755;3.271962
0;2.441894;instantiate;0;0;0.6010453;0.864135;0.778069;0.1007089;0;0;0;3.434882;5;0;0;0;0
0;3.117733;mouse;1;0;0.7735192;0.1350211;0.778069;0.1007089;0;1;0.6758385;3.434882;1;0.08407402;0.1138447;0.04023351;2.779389
1;0;instantiate;0;0;0.5200348;0.6514768;0.3266797;0.600203;0;0;0;0.1760941;6;0;0;0;0
1;0.1071758;destroy;0;0;0.5200348;0.6514768;0.3266797;0.600203;0;0;0.1908827;0.1760941;6;0;0;0;0
1;0.1071758;instantiate;0;0;0.5200348;0.6514768;0.6708812;0.6669019;0;0;0;1.853968;7;0;0;0;0
1;0.4760723;mouse;1;0;0.6716028;0.6742616;0.6708812;0.6669019;0;1;0.7385073;1.853968;1;0.5039387;0.003777638;0.008235298;1.193901
1;0.4927387;instantiate;0;0;0.6716028;0.6742616;0.9249529;0.05455333;0;0;0;3.454307;8;0;0;0;0
1;0.8951283;mouse;1;0;0.9207317;0.1063291;0.9249529;0.08090353;0;1;0.8152313;3.454307;1;0.08407402;0.0930782;0.02577361;2.39915
1;0.8951283;instantiate;0;0;0.9207317;0.1063291;0.5453433;0.1039267;0;0;0;2.676106;9;0;0;0;0
1;1.196362;mouse;1;0;0.5139373;0.07763713;0.5453433;0.1039267;0;1;0.6046028;2.676106;1;0.1008558;0.2834618;0.04095699;2.114323
1;1.213366;instantiate;0;0;0.5139373;0.07763713;0.9103789;0.4693914;0;0;0;1.298534;10;0;0;0;0
1;1.584568;mouse;1;0;0.9120209;0.4675106;0.9103789;0.4693914;0;1;0.7434444;1.298534;1;0.08405113;0.1331258;0.003871671;3.07879
1;1.584568;instantiate;0;0;0.9120209;0.4675106;0.05172256;0.5410227;0;0;0;3.41708;11;0;0;0;0
1;1.972206;mouse;1;0;0.08101045;0.550211;0.05172256;0.5410227;0;1;0.7597904;3.41708;1;0.1176949;-0.003069222;0.03328373;5.033098
1;1.972206;instantiate;0;0;0.08013938;0.5510548;0.8099249;0.2915152;0;0;0;1.424906;12;0;0;0;0
1;2.309677;mouse;1;0;0.8118467;0.2978903;0.8099249;0.2915152;0;1;0.6583672;1.424906;1;0.06783104;0.02379245;0.006658494;2.39818
1;2.309677;instantiate;0;0;0.8118467;0.2978903;0.7817875;0.9347041;0;0;0;1.256292;13;0;0;0;0
1;2.647953;mouse;1;0;0.7743902;0.9333333;0.7817875;0.92288;0;1;0.6919975;1.256292;1;0.1523285;0.110203;0.01267701;2.598916
1;2.66498;instantiate;0;0;0.7743902;0.9333333;0.7115189;0.2033935;0;0;0;2.574822;14;0;0;0;0
1;3.028893;mouse;1;0;0.716899;0.2084388;0.7115189;0.2033935;0;1;0.7161198;2.574822;1;0.05039215;0.08033115;0.007976688;2.508619
