BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
0;0;instantiate;0;0;0,4953271;0,4924623;0,5004621;0,09673235;0;0;0;4,5;1;0;0;0;0
0;0,8108721;mouse;1;0;0,5223261;0,1088777;0,5004621;0,09673235;0;1;0,8108721;4,5;1;0,7772207;0,04411572;0,02501083;3,448511
0;4,510467;instantiate;0;1;0,5784009;0,2881072;0,05199245;0,9287725;0;0;0;4,5;2;0;0;0;0
0;5,908921;mouse;1;1;0,05399792;0,9246231;0,05199245;0,9228793;0;1;1,398455;4,5;1;1,364798;0,006839812;0,002657623;2,739708
0;9,01702;instantiate;0;2;0,05399792;0,9246231;0,9373016;0,7390237;0;0;0;4,5;3;0;0;0;0
0;11,84318;mouse;1;2;0,9304258;0,7445561;0,9373016;0,7390237;0;1;2,826159;4,5;1;2,79183;-0,004199624;0,008825196;4,410929
1;0;instantiate;0;0;0,6687435;0,6926298;0,6932283;0,2574137;0;0;0;4,5;4;0;0;0;0
1;1,044979;mouse;1;0;0,6957425;0,2386935;0,6932283;0,2574137;0;1;1,044979;4,5;1;1,011103;0,2430015;0,01888836;4,454993
1;4,503725;instantiate;0;1;0,6510903;0,3592965;0,4796332;0,4671151;0;0;0;4,5;5;0;0;0;0
1;6,68725;mouse;1;1;0,4880581;0,4648241;0,4796332;0,4671151;0;1;2,183525;4,5;1;2,150188;-0,006038234;0,0087309;1,145985
1;9,017199;instantiate;0;2;0,5202492;0,4438861;0,265654;0,2365184;0;0;0;4,5;6;0;0;0;0
1;11,77106;mouse;1;2;0,2731049;0,2504188;0,265654;0,2365184;0;1;2,753864;4,5;1;2,720203;-0,0007233024;0,01628768;1,622959
