BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
0;0;instantiate;0;0;0,5005192;0,6340033;0,8268692;0,3281773;0;0;0;4,5;1;0;0;0;0
0;0,7886782;mouse;1;0;0,8286604;0,318258;0,8268692;0,3281773;0;1;0,7886782;4,5;1;0,2859964;0,0657981;0,01007981;4,366704
0;4,515818;instantiate;0;1;0,6002077;0,5519263;0,7588174;0,5285569;0;0;0;4,5;2;0;0;0;0
0;6,513062;mouse;1;1;0,7736241;0,540201;0,7588174;0,5285569;0;1;1,997245;4,5;1;1,57857;0,01459861;0,01883673;1,387431
0;9,031257;instantiate;0;2;0,5451713;0,6122278;0,3391863;0,1473222;0;0;0;4,5;3;0;0;0;0
0;12,15897;mouse;1;2;0,3457944;0,1440536;0,3391863;0,1473222;0;1;3,127708;4,5;1;2,504707;0,003505945;0,007041112;3,223152
1;0;instantiate;0;0;0,5015576;0,4773869;0,3799852;0,1558502;0;0;0;4,5;4;0;0;0;0
1;1,346647;mouse;1;0;0,3634475;0,160804;0,3799852;0,1558502;0;1;1,346647;4,5;1;0,5380058;0,08202711;0,01726363;1,447272
1;4,511209;instantiate;0;1;0,4029076;0,701005;0,2416563;0,09248164;0;0;0;4,5;5;0;0;0;0
1;5,448847;mouse;1;1;0,2398754;0,09715243;0,2416563;0,09248164;0;1;0,9376373;4,5;1;0;0,5031068;0,004998776;3,446858
1;9,023027;instantiate;0;2;0,5379024;0,5938023;0,2762215;0,422195;0;0;0;4,5;6;0;0;0;0
1;10,04867;mouse;1;2;0,2689512;0,4380234;0,2762215;0,422195;0;1;1,025646;4,5;1;0,3349342;0,2492784;0,01741835;3,058986
