BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
0;0;instantiate;0;0;0,5077882;0,5636516;0,5867304;0,2864207;0;0;0;2,5;1;0;0;0;0
0;1,727978;mouse;1;0;0,5846314;0,3098828;0,5867304;0,2864207;0;1;1,727978;2,5;1;1,694649;-0,01449701;0,0254816;0,3662984
0;2,501002;instantiate;0;1;0,5867082;0,3073702;0,724667;0,2208229;0;0;0;2,5;2;0;0;0;0
0;5,004731;destroy;0;1;0,6105919;0,2889447;0,724667;0,2208229;0;0;2,503729;2,5;2;0;0;0;0
0;5,004731;instantiate;0;2;0,6105919;0,2889447;0,9229499;0,07487869;0;0;0;2,5;3;0;0;0;0
0;6,58607;mouse;1;2;0,9657321;0,09966499;0,9229499;0,08090547;0;1;1,581339;2,5;1;1,548006;0,02921242;0,04671446;1,408536
1;0;instantiate;0;0;0,6552441;0,319933;0,3257247;0,529442;0;0;0;2,5;4;0;0;0;0
1;1,750689;mouse;1;0;0,3271028;0,5427136;0,3257247;0,529442;0;1;1,750689;2,5;1;1,717035;0,01151985;0,01334293;1,276493
1;2,506296;instantiate;0;1;0,3271028;0,5427136;0,7513182;0,6039714;0;0;0;2,5;5;0;0;0;0
1;3,211998;mouse;1;1;0,741433;0,5904523;0,7513182;0,6039714;0;1;0,7057018;2,5;1;0,672369;0,01035395;0,01674764;3,286
1;5,01016;instantiate;0;2;0,6760125;0,5469012;0,1148589;0,7660293;0;0;0;2,5;6;0;0;0;0
1;6,369171;mouse;1;2;0,1298027;0,7696818;0,1148589;0,7660293;0;1;1,359011;2,5;1;1,324938;-0,00398612;0,01538366;2,944376
