BlockNumber;Time Since Block start in s;EventType;isHit;Scheiben Nummer (in Sequence);MousePosX;MousePosY;Scheiben Pos X;Scheiben Pos Y;Scheiben Velocity;Scheiben Durchmesser;Zeit of Existence;Maximale Existenzzeit;Anzahl an Scheiben aktuell present;Time To Movement Initiation;Cursor Path Error;final Pos Error;maxMovementVelocity in pixel/sec
0;0;instantiate;0;0;0,6161458;0,6310185;0,1688841;0,306089;0;0;0;40;1;0;0;0;0
0;0,8669891;mouse;1;0;0,1690104;0,2976852;0,1688841;0,306089;0;1;0,8669891;40;1;0,2336464;0,02030015;0,008404757;2,080787
0;0,9029198;instantiate;0;0;0,1690104;0,2986111;0,8784977;0,4067003;0;0;0;40;2;0;0;0;0
0;1,951073;mouse;1;0;0,8700521;0,4097222;0,8784977;0,4067003;0;1;1,048153;40;1;0,1972351;0,01582688;0,00896999;2,022935
0;1,951073;instantiate;0;0;0,8700521;0,4097222;0,3522793;0,9145744;0;0;0;40;3;0;0;0;0
0;3,082867;mouse;1;0;0,3492188;0,9171296;0,3522793;0,9145744;0;1;1,131794;40;1;0,2504082;0,0645293;0,003987013;2,563015
0;3,100986;instantiate;0;0;0,3492188;0,9171296;0,406506;0,06290251;0;0;0;40;4;0;0;0;0
0;4,034557;mouse;1;0;0,4026042;0,07453704;0,406506;0,08090425;0;1;0,9335709;40;1;0,229187;0,01080698;0,007467626;2,710783
0;4,034557;instantiate;0;0;0,4026042;0,07453704;0,1057507;0,8422695;0;0;0;40;5;0;0;0;0
0;5,052113;mouse;1;0;0,1052083;0,8555555;0,1057507;0,8422695;0;1;1,017555;40;1;0,1686707;0,01952201;0,01329706;3,264928
0;5,06794;instantiate;0;0;0,1052083;0,8555555;0,8876237;0,9431656;0;0;0;40;6;0;0;0;0
0;6,168896;mouse;1;0;0,9039062;0,9166667;0,8876237;0,9228803;0;1;1,100956;40;1;0,18396;0,0313431;0,01670024;2,388055
0;6,168896;instantiate;0;0;0,9039062;0,9166667;0,2950721;0,9054901;0;0;0;40;7;0;0;0;0
0;7,136089;mouse;1;0;0,2783854;0,900463;0,2950721;0,9054901;0;1;0,9671936;40;1;0,2174416;0,06999838;0,01742745;1,726114
0;7,136089;instantiate;0;0;0,2783854;0,900463;0,2564889;0,276693;0;0;0;40;8;0;0;0;0
0;8,13607;mouse;1;0;0,2559896;0,2527778;0,2564889;0,276693;0;1;0,9999809;40;1;0,2820282;0,0940426;0,02392038;2,910776
0;8,152004;instantiate;0;0;0,2559896;0,2527778;0,5300688;0,8202017;0;0;0;40;9;0;0;0;0
0;9,120953;mouse;1;0;0,5388021;0,8416666;0,5300688;0,8202017;0;1;0,9689484;40;1;0,1174011;0,06835306;0,02317358;2,375317
0;9,153103;instantiate;0;0;0,5388021;0,8416666;0,871016;0,9236172;0;0;0;40;10;0;0;0;0
0;10,05439;mouse;1;0;0,8778646;0,9319444;0,871016;0,922878;0;1;0,9012909;40;1;0,1847153;0,06859449;0,01136237;1,379778
0;10,05439;instantiate;0;0;0,8778646;0,9319444;0,5520881;0,6294851;0;0;0;40;11;0;0;0;0
0;10,88884;mouse;1;0;0,5341146;0,6046296;0,5520881;0,6294851;0;1;0,834446;40;1;0,1859398;0,06213939;0,03067313;2,108426
0;10,88884;instantiate;0;0;0,5341146;0,6046296;0,3092753;0,06840894;0;0;0;40;12;0;0;0;0
0;11,83888;mouse;1;0;0,3083333;0,05925926;0,3092753;0,08090466;0;1;0,9500427;40;1;0,2507477;0,03487641;0,02166589;1,861568
0;11,85364;instantiate;0;0;0,3083333;0,05925926;0,06553352;0,8192697;0;0;0;40;13;0;0;0;0
0;12,75503;mouse;1;0;0,05885417;0,8194444;0,06553352;0,8192697;0;1;0,9013863;40;1;0,09975052;0,01556802;0,006681636;2,561936
0;12,78725;instantiate;0;0;0,05885417;0,8194444;0,6841039;0,6576579;0;0;0;40;14;0;0;0;0
0;13,83809;mouse;1;0;0,6856771;0,6726852;0,6841039;0,6576579;0;1;1,050835;40;1;0,21418;0,01101124;0,01510941;2,386063
0;13,8722;instantiate;0;0;0,6856771;0,6726852;0,397696;0,1383408;0;0;0;40;15;0;0;0;0
0;14,77227;mouse;1;0;0,3955729;0,1092593;0,397696;0,1383408;0;1;0,9000664;40;1;0,2146568;0,07150531;0,02915893;2,10975
0;14,8083;instantiate;0;0;0,3955729;0,1092593;0,1766479;0,6994891;0;0;0;40;16;0;0;0;0
0;15,57268;mouse;1;0;0,1638021;0,7060185;0,1766479;0,6994891;0;1;0,7643814;40;1;0,06650543;0,01605982;0,01401483;2,125899
0;15,60569;instantiate;0;0;0,1638021;0,7060185;0,8247178;0,5972575;0;0;0;40;17;0;0;0;0
0;16,5728;mouse;1;0;0,8354167;0,6009259;0,8247178;0,5972575;0;1;0,9671097;40;1;0,151001;0,05438644;0,01131035;1,909139
0;16,60917;instantiate;0;0;0,8354167;0,6009259;0,8235301;0,2812644;0;0;0;40;18;0;0;0;0
0;17,4396;mouse;1;0;0,8106771;0,274537;0,8235301;0,2812644;0;1;0,8304329;40;1;0,1351433;0,1422093;0,01450712;2,079755
0;17,4396;instantiate;0;0;0,8106771;0,274537;0,3233118;0,2540235;0;0;0;40;19;0;0;0;0
0;18,23993;mouse;1;0;0,3153646;0,2583333;0,3233118;0,2540235;0;1;0,8003349;40;1;0,1510391;0,05787367;0,009040643;1,909482
0;18,23993;instantiate;0;0;0,3153646;0,2583333;0,08019891;0,581249;0;0;0;40;20;0;0;0;0
0;19,04203;mouse;1;0;0,06927083;0,5662037;0,08019891;0,581249;0;1;0,8020935;40;1;0,102581;0,1399494;0,01859526;1,954671
0;19,04203;instantiate;0;0;0,06927083;0,5662037;0,4510888;0,8526666;0;0;0;40;21;0;0;0;0
0;20,00793;mouse;1;0;0,4619792;0,8416666;0,4510888;0,8526666;0;1;0,9659081;40;1;0,1363907;0,0983505;0,01547898;1,959806
0;20,04171;instantiate;0;0;0,4619792;0,8416666;0,4133908;0,2649115;0;0;0;40;22;0;0;0;0
